År;Månad;Företag;M;L (FP);C;KD;S;V;MP;SD;Övriga;M FP C KD (1);S V MP (2);(1) - (2);Osäkra;Publicerad;Intervjperiod;Intervjuer (Bas);FI;PP;Intervjuer (Totalt);
2014;Oktober;Sifo;24,7;4,9;6,1;4,5;26,6;7,1;10;12,4;3,9;40,2;43,7;-3,5;10,8;19 okt;6 - 16 okt;1 921;3;;;
2014;Oktober;Novus;24,6;5,8;5,7;4,1;30,3;5,7;7,1;13,2;3,5;40,2;43,1;-2,9;5,4;16 okt;15 sept - 12 okt;1 999;2,9;;;
2014;Oktober;Sentio Research;25,1;5,1;5,1;2,8;27,3;5,2;6,9;16,7;5,8;38,1;39,4;-1,3;;14 okt;2 - 8 okt;1 042;2,9;1,7;;
2014;Oktober;Demoskop;24,1;5,5;5,8;3,9;30,3;6;8,1;13,3;2,9;39,3;44,4;-5,1;8,6;13 okt;30 sept - 8 okt;1 250;2,1;;;
2014;Oktober;Ipsos;24;5,6;6,1;4,2;30,7;6,2;7,1;12,4;3,7;39,9;44,0;-4,1;11,9;1 okt;17 - 24 sept;1 514;2,9;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;September;Demoskop;24,6;5,5;6,8;4;31;5,5;6,9;12,1;3,7;40,9;43,4;-2,5;6,9;22 sept;17 - 21 sept;1 250;2,8;;;
2014;September;SVT Valu;22,2;6;6,5;5;31,1;6,6;7,1;10,5;5;39,7;44,8;-5,1;;14 sept;8 - 14 sept;12 909;4;;;
2014;September;YouGov Valdag 2;20,4;7,2;6,5;5,6;29,9;6,5;8,6;10,2;5,1;39,7;45,0;-5,3;;14 sept;14 sept (kl. 8-18:45);2 070;3,6;;;
2014;September;YouGov Valdag 1;20,6;6,4;7,1;5,2;29,6;6,6;8,7;10,4;5,5;39,3;44,9;-5,6;;14 sept;14 sept (kl. 8-15);1 575;3,7;;;
2014;September;Skop;24,6;6,7;6,5;4,6;31,2;6,5;7,7;8;4,5;42,4;45,4;-3,0;13;13 sept;5 - 12 sept;1 200;3,5;;;
2014;September;Novus;23,2;6,9;5,6;4,8;30,9;6,1;8,8;9,6;4,1;40,5;45,8;-5,3;8,2;13 sept;9 - 12 sept;2 400;3,3;;;
2014;September;Sifo;21,2;6,8;6,5;5,5;31,1;6,3;8,3;10,3;4,2;40,0;45,7;-5,7;11,7;13 sept;10 - 11 sept;2 445;3;;;
2014;September;Ipsos;21,7;6,4;5,7;5,7;28,6;7,6;10,3;9,4;4,6;39,5;46,5;-7,0;14,8;12 sept;7 - 11 sept;1 551;3,6;;;
2014;September;Demoskop;20,9;5,9;6,8;4,9;29,2;7,2;9,7;10,2;5,3;38,5;46,1;-7,6;16,2;12 sept;6 - 11 sept;2 001;3,9;;;
2014;September;United Minds;22,8;5,5;5,8;5,4;31,1;5,7;8,7;11,1;4;39,4;45,4;-6,0;11,5;12 sept;8 - 11 sept;1 343;3,3;;;
2014;September;YouGov;21,2;6,2;6,4;5,8;29,5;6,8;8;11,1;5,1;39,6;44,3;-4,7;;11 sept;8 - 10 sept;1 517;4;;;
2014;September;Sifo;22,6;7,2;7;4,5;30,4;6,8;10,3;8,9;2,4;41,3;47,5;-6,2;11,6;11 sept;8 - 9 sept;1 450;1,6;;;
2014;September;Novus;21,8;7,7;7,1;5;29,8;6,5;8,9;8,1;5,1;41,6;45,2;-3,6;9,5;10 sept;7 - 9 sept;1 550;3,4;;;
2014;September;Demoskop;20,4;6,6;6,1;5;28,6;5,9;10;11,8;5,6;38,1;44,5;-6,4;16;10 sept;2 - 8 sept;1 000;3,7;;;
2014;September;Sentio Research;20,7;5,6;6,5;5,1;29,1;7,4;8,8;12,7;4,2;37,9;45,3;-7,4;;9 sept;2 - 8 sept;1 042;2,5;;;
2014;September;United Minds;21;6,9;6,5;5,7;29,6;7,2;7,5;11,1;4,7;40,0;44,2;-4,2;15;9 sept;5 - 9 sept;1 150;3,4;;;
2014;September;Novus;22,4;6,5;6,9;5,5;30,6;7,1;8,6;9,5;2,9;41,3;46,3;-5,0;10,9;8 sept;3 - 7 sept;1 859;2,2;;;
2014;September;United Minds;21,5;6,5;4,6;5,4;30,5;7,3;8,8;11,4;4,3;37,7;46,6;-8,9;11,1;6 sept;31 aug - 5 sep;1 733;2,8;;;
2014;September;Skop;22;5,8;5,3;5,1;32;8,3;7,9;9,4;4,2;38,2;48,2;-10,0;12;6 sept;21 aug - 4 sept;1 200;2,4;;;
2014;September;Sifo;22,1;8,4;4,7;5,3;27;7,5;10,5;10,4;4;40,5;45,0;-4,5;11,4;5 sept;1 - 4 sept;1 252;1,8;;;
2014;September;YouGov;21,1;6,6;4,4;5,2;32,2;6,7;8;11,3;4,5;37,3;46,9;-9,6;;5 sept;2 - 4 sept;1 515;3;;;
2014;September;Demoskop;22,2;5,1;4,6;5;30,7;7,2;10,6;10,8;3,7;36,9;48,5;-11,6;15,2;5 sept;25 aug - 2 sept;1 250;2,5;;;
2014;September;Novus;22,3;5,4;5,1;5,3;32,2;7,4;8,4;10,2;3,7;38,1;48,0;-9,9;12,7;4 sept;29 aug - 2 sept;1 628;2,5;;;
2014;September;Ipsos;21,7;6,3;4,4;4,5;29,7;7,4;11;9,7;5,3;36,9;48,1;-11,2;14,6;4 sept;22 aug - 1 sept;1 463;4;;;
2014;September;Novus;23,3;6,4;5,3;4,4;30,2;7,1;9,6;10,6;3,1;39,4;46,9;-7,5;13,7;1 sept;25 - 31 aug;2 183;2,1;;;
2014;September;United Minds;21,1;7,2;5,7;5,1;31,3;6,8;8,4;10,2;4,1;39,1;46,5;-7,4;11,1;1 sept;24 - 31 aug;1 365;2,9;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;Augusti;Sifo;22,6;5,8;5,9;4,5;29;6,1;11;11;4,1;38,8;46,1;-7,3;11,4;29 aug;25 - 28 aug;1 248;2,9;;;
2014;Augusti;Ipsos;22,1;6,4;5,1;4;32,1;6,6;10,1;9,6;4;37,6;48,8;-11,2;16,2;29 aug;15 - 25 aug;1 508;3;;;
2014;Augusti;Novus;21,3;6,8;6;4,3;32,2;6,7;10,6;8,9;3,2;38,4;49,5;-11,1;18,4;28 aug;28 juli - 24 aug;2 001;2,7;;;
2014;Augusti;United Minds;21,5;6,8;4,4;4,8;30;7;9;11,5;5;37,5;46,0;-8,5;10,8;25 aug;17 - 24 aug;1 313;3,4;;;
2014;Augusti;Demoskop;23,4;5,6;4,7;3,6;29,9;6,5;9,8;12,2;4,3;37,3;46,2;-8,9;13,8;23 aug;15 - 21 aug;1 000;3;;;
2014;Augusti;Sifo;22,2;6;5,5;4,3;30,9;7,5;10,3;10,1;3,2;38;48,7;-10,7;;22 aug;18 - 21 aug;1 254;2,3;;;
2014;Augusti;Ipsos;20,8;6,5;4;4,3;31,8;7;11,6;9,4;4,6;35,6;50,4;-14,8;17,2;20 aug;7 - 18 aug;1 512;3,4;;;
2014;Augusti;United Minds;20,8;7,9;5,6;4,6;29,7;6,9;9,9;10,9;3,8;38,8;46,5;-7,7;10,3;18 aug;10 - 17 aug;1 253;2,3;;;
2014;Augusti;Sifo;24,6;6,7;3,8;3,4;30,3;7,9;11,1;10,1;2,3;38,5;49,3;-10,8;13;16 aug;11 - 14 aug;1 254;2;;;
2014;Augusti;Sentio Research;21,2;5,6;4,7;4,7;30,1;7,4;8,3;11,8;6,2;36,2;45,8;-9,6;;14 aug;6 - 12 aug;1 046;4;1,6;;
2014;Augusti;United Minds;19,8;7,5;5,2;4,3;29,6;7,2;9,8;11,6;4,9;36,8;46,6;-9,8;11,5;11 aug;3 - 10 aug;1 272;2,9;;;
2014;Augusti;YouGov;23,4;6;5,2;5;30,3;6,6;9,4;9,3;4,8;39,5;46,3;-6,8;;10 aug;2 juli - 5 aug;1 781;3,6;;;
2014;Augusti;YouGov;21,8;7;5,4;4,5;30,7;7,8;10,4;8,4;4;38,7;48,9;-10,2;;10 aug;4 juni - 1 juli;1 287;2,8;;;
2014;Augusti;Sifo;23,9;6,1;4,6;4,3;30,7;6,6;11,4;9;3,4;38,9;48,7;-9,8;13,4;9 aug;4 - 7 aug;1 259;2,6;;;
2014;Augusti;Novus;22,4;6,1;5,8;4,2;31,8;7,3;9,9;8,8;3,7;38,5;49,0;-10,5;16,4;7 aug;7 juli - 3 aug;2 001;2,6;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;Juli;Sentio Research;20,8;6,1;3,7;5,5;29,9;8,5;8,3;13,5;3,7;36,1;46,7;-10,6;13;17 juli;10 - 16 juli;1 043;;;;
2014;Juli;Demoskop;19,4;6,5;4,5;4,2;31,5;7,2;13,6;9,2;4;34,5;52,3;-17,8;15,9;4 juli;24 juni - 2 juli;1 252;2,8;;;
2014;Juli;United Minds;22,8;5;4,8;4,4;28;7,5;11,9;10,5;5,2;37,0;47,4;-10,4;12,4;2 juli;9 - 30 juni;1 159;4;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;Juni;Ipsos;20,5;6,3;5,6;3,3;31,1;7,4;11,3;9,6;5;35,7;49,8;-14,1;14,4;28 juni;2 - 22 juni;2 241;3,7;;;
2014;Juni;Novus;21,2;6,8;5,6;4,4;32,1;6,7;11,3;8,3;3,5;38,0;50,1;-12,1;14,2;28 juni;26 maj - 22 juni;2 001;2,9;;;
2014;Juni;Sentio Research;23;5,6;4,8;3,6;34;6,3;9,7;12,5;0,5;37,0;50,0;-13,0;9,6;20 juni;12 - 19 juni;1 046;;;;
2014;Juni;Skop;24,2;7,3;4,9;3,2;31,9;6,7;12;7,8;2;39,6;50,6;-11,0;10;17 juni;29 maj - 15 juni;1 002;1,8;;;
2014;Juni;Sifo;21,2;6,8;5,5;3,5;29,4;6,4;13;9;5,3;37,0;48,8;-11,8;9,9;15 juni;2 - 12 juni;1 922;3,4;;;
2014;Juni;United Minds;19,7;5,8;3,5;4,9;30,8;9,5;11,2;11,3;3,2;33,9;51,5;-17,6;12,1;9 juni;12 maj - 8 juni;1 099;2,1;;;
2014;Juni;YouGov;24,8;5,1;4,8;5;31,2;8,5;8,3;8,2;4,2;39,7;48,0;-8,3;;9 juni;7 maj - 3 juni;1 379;3,6;;;
2014;Juni;Demoskop;18,5;5,7;5,3;4,8;29,1;8,1;13;10;5,5;34,3;50,2;-15,9;18,5;6 juni;27 maj - 4 juni;1 250;4,4;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;Maj;Ipsos;22,6;5,8;4,3;4,5;31,3;8,7;10,2;7,8;4,8;37,2;50,2;-13,0;16,6;30 maj;8 - 25 maj;2 257;3,9;;;
2014;Maj;Novus;24,3;6;3,9;4,2;32,4;8,3;10,1;7,7;3,1;38,4;50,8;-12,4;15,9;29 maj;28 april - 25 maj;2 000;2,1;;;
2014;Maj;SCB;22,7;5,3;4,9;3,9;35,3;8;8;8,1;3,9;36,8;51,3;-14,5;21;27 maj;2 - 25 maj;4 758;2,5;;;
2014;Maj;Sifo;23,2;7;5;3,5;30,9;7,3;10,3;8,8;4,1;38,7;48,5;-9,8;12,4;15 maj;5 - 15 maj;2 888;2,9;;;
2014;Maj;Sentio Research;24,5;4,5;2,8;4,5;32,6;9,2;9;11,7;1,2;36,3;50,8;-14,5;10,8;15 maj;8 - 14 maj;1 046;;;;
2014;Maj;United Minds;21,6;6,1;3,3;3,2;34,6;8,9;8,5;10,7;3;34,2;52,0;-17,8;12,5;12 maj;7 april - 11 maj;1 441;;;;
2014;Maj;YouGov;22,2;6,2;3,9;4,1;33,3;8,7;6,9;10,6;4,2;36,4;48,9;-12,5;;12 maj;9 april - 6 maj;1 423;2,6;;;
2014;Maj;Demoskop;22,6;6;4,3;3,9;32,2;8,7;10,2;8,2;4;36,8;51,1;-14,3;20,2;9 maj;29 april - 7 maj;1 250;3;;;
2014;Maj;Skop;23,4;7,8;4,5;2,7;34,9;6,4;10,7;7,3;2,4;38,4;52,0;-13,6;8;2 maj;26 mars - 24 april;1 073;1,3;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;April;Ipsos;24,6;5,4;3,6;3;33,1;9,4;9,9;7,6;3,4;36,6;52,4;-15,8;18,5;30 april;7 - 27 april;2 252;;;;
2014;April;Novus;23,7;5,4;4;3,6;33,5;7,6;10,8;8,8;2,6;36,7;51,9;-15,2;16;24 april;24 mars - 20 april;2 004;1,8;;;
2014;April;Sentio Research;21,9;7,1;3,9;3,9;34,2;8,8;8,3;10,9;1;36,8;51,3;-14,5;;23 april;9 - 16 april;1 043;;;;
2014;April;YouGov;23,3;5;4,3;3,8;33;8,1;8,4;11,4;2,7;36,4;49,5;-13,1;;14 april;5 mars - 8 april;1 761;;;;
2014;April;Sifo;24,5;6,7;3,8;3,6;32,1;8,4;10,6;8,3;2,2;38,6;51,1;-12,5;15;13 april;31 mars - 10 april;1 933;;;;
2014;April;United Minds;22,4;6,3;4,4;3,5;33,4;7,3;9,2;10,7;2,8;36,6;49,9;-13,3;13,7;7 april;10 mars - 6 april;1 126;;;;
2014;April;Demoskop;24;5,9;3,7;3,7;33;8,2;10,7;8,5;2,3;37,3;51,9;-14,6;22,2;5 april;25 mars - 3 apr;1 254;;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;Mars;Ipsos;23,6;6,9;4,1;3,7;33,5;7,6;10,4;7,8;2,5;38,3;51,5;-13,2;17,3;28 mars;6 - 25 mars;2 254;;;;
2014;Mars;Novus;25,1;6,3;3,6;3,9;34,3;6,5;9,2;9,3;1,8;38,9;50,0;-11,1;19,5;27 mars;24 feb - 23 mars;2 002;;;;
2014;Mars;Sentio Research;22,7;5,1;4;2,7;33,2;9,1;8,3;13,1;1,8;34,5;50,6;-16,1;;19 mars;6 - 13 mars;1 058;;;;
2014;Mars;Sifo;24,2;5,4;4,7;4,7;34,1;6,3;10,1;8;2,5;39,0;50,5;-11,5;13,1;16 mars;3 - 13 mars;1 934;;;;
2014;Mars;United Minds;22,7;6,7;4,8;3,5;33;7;10,4;9,4;2,6;37,7;50,3;-12,6;;10 mars;10 feb - 9 mars;1 098;;;;
2014;Mars;YouGov;23,7;5,2;4,6;3,9;33;8,3;8,6;11,5;1,4;37,4;49,9;-12,5;;10 mars;5 feb - 4 mars;1 422;;;;
2014;Mars;Demoskop;22,6;5,1;3,6;3,3;32,7;8,4;12,5;10;1,8;34,6;53,6;-19,0;14,3;7 mars;25 feb - 5 mars;1 251;;;;
2014;Mars;Skop;26,5;4,6;4,1;3,1;33,8;8;9,9;8,2;1,7;38,3;51,7;-13,4;9;5 mars;9 feb - 4 mars;1 109;;;;
2014;Mars;Ipsos;24,7;6;3,5;3,5;35,1;7,9;9;7,9;2,3;37,7;52,0;-14,3;17,5;1 mars;6 - 25 feb;2 252;;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;Februari;Novus;25,7;4,7;4,2;3,8;33,3;8,4;9,7;8,7;1,5;38,4;51,4;-13,0;18,6;27 feb;27 jan - 23 feb;2 001;;;;
2014;Februari;Sifo;22,8;6,7;2,8;3,7;34,9;8,2;9,7;9,5;1,6;36,0;52,8;-16,8;14,1;18 feb;3 - 13 feb;1 933;;;;
2014;Februari;Sentio Research;22,5;5,3;5,1;3,7;32,4;8,7;7,6;13,3;1,5;36,6;48,7;-12,1;27,4;12 feb;6 - 11 feb;1 034;;;;
2014;Februari;United Minds;21,6;7;3,8;4,4;31,2;8,2;10,2;11,2;2,4;36,8;49,6;-12,8;12;10 feb;13 jan - 9 feb;1 123;;;;
2014;Februari;Demoskop;24,9;5;4,3;4;34,5;7,3;9,6;8,8;1,7;38,1;51,3;-13,2;21,5;10 feb;28 jan - 5 feb;1 256;;;;
2014;Februari;Yougov;25;6;4,4;3,5;32,3;9,3;8;10,3;1,3;38,9;49,6;-10,7;;10 feb;8 jan - 4 feb;1 420;;;;
;;;;;;;;;;;;;;;;;;;;;;
2014;Januari;Ipsos;25;6,4;3,1;3,4;34;9,1;9,9;7,3;1,7;37,9;53,1;-15,2;15;31 jan;9 -28 jan;2 259;;;;
2014;Januari;Novus;24,5;5,1;3,5;3,5;33,8;8,1;9,2;11;1,3;36,6;51,1;-14,5;18,5;30 jan;6 -26 jan;2 000;;;;
2014;Januari;Sifo;25,4;6,5;3,7;3,3;32,9;8,3;9,4;9,2;1,3;38,9;50,6;-11,7;14,3;26 jan;13 - 23 jan;1 930;;;;
2014;Januari;Sentio Research;23,7;4,8;4,6;3,8;32,6;8,9;7,8;12,8;1;36,9;49,3;-12,4;;16 jan;9 - 15 jan;1 013;;;;
2014;Januari;Skop;27,2;6,3;4,5;3,1;32,7;7;9,7;8,4;1;41,1;49,4;-8,3;8;15 jan;9 dec - 7 jan;1 012;;;;
2014;Januari;United Minds;24;6,1;4,5;3,3;32,5;8,4;8,9;10,8;1,5;37,9;49,8;-11,9;12,3;13 jan;9 dec - 12 jan;1 403;;;;
2014;Januari;YouGov;25,7;5,7;5,2;4,3;31,9;7,6;7,9;10;1,7;40,9;47,4;-6,5;;13 jan;4 dec - 7 jan;1 778;;;;
2014;Januari;Demoskop;22,3;5,8;4,5;3,6;34,7;6,5;11,1;9,8;1,8;36,2;52,3;-16,1;21,5;10 jan;2 - 8 jan;1 252;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;December;Ipsos;25,1;5,5;4,8;3,8;32,8;7;10,6;8,2;2,1;39,2;50,4;-11,2;17,5;23 dec;28 nov - 17 dec;2 254;;;;
2013;December;Novus;25;5,5;3,9;4,1;34,2;6,4;9,3;10,4;1,2;38,5;49,9;-11,4;18,9;19 dec;25 nov - 15 dec;2 501;;;;
2013;December;Sifo;25,2;5,5;4,4;3,6;32,5;7,8;11;9,3;0,8;38,7;51,3;-12,6;10,9;15 dec;2 - 12 dec;1 925;;;;
2013;December;Sentio Research;23,6;5,6;4,6;3,7;31,5;7,7;8,3;13,7;1,3;37,5;47,5;-10,0;;12 dec;5 - 11 dec;1 041;;;;
2013;December;United Minds;24,1;7,6;4;4,6;32,4;8;8;10;1,4;40,3;48,4;-8,1;12;9 dec;11 nov - 8 dec;1 107;;;;
2013;December;YouGov;23,8;6,3;3;3,7;33,1;7,2;9,2;12,8;1;36,8;49,5;-12,7;;9 dec;6 nov - 3 dec;;;;;
2013;December;Demoskop;23,4;7;3,5;4,2;33,1;8,3;8,3;10,5;1,6;38,1;49,7;-11,6;15,8;8 dec;26 nov - 4 dec;1 252;;;;
2013;December;SCB;25,5;5,4;4,7;4,1;34,3;6,7;8,8;9,3;1,3;39,7;49,8;-10,1;;4 dec;3 - 27 nov;5 267;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;November;Ipsos;25,3;6,2;4,2;3,7;33,4;7,1;10,1;8,5;1,4;39,4;50,6;-11,2;17,8;29 nov;7 - 26 nov;2 254;;;;
2013;November;Novus;24,2;6,2;4,3;4,4;33,9;7,2;9,1;9,4;1,3;39,1;50,2;-11,1;17,3;28 nov;28 okt - 24 nov;2 001;;;;
2013;November;Sifo;25;5,9;4,1;3,9;34,5;7,3;9,1;9;1,2;38,9;50,9;-12,0;14,2;17 nov;4 - 14 nov;1 901;;;;
2013;November;Sentio Research;25,9;4,5;3,9;4,1;30,9;7,9;9,3;12,8;0,7;38,4;48,1;-9,7;;16 nov;6 - 12 nov;1 045;;;;
2013;November;YouGov;25,8;6;4,5;3;32,5;7,5;8,3;11,3;1;39,3;48,3;-9,0;;11 nov;10 okt - 5 nov;1 427;;;;
2013;November;United Minds;25,8;6,7;4,1;4,4;30,9;7,1;9,6;10,8;0,7;41,0;47,6;-6,6;13;11 nov;14 okt - 10 nov;1 125;;;;
2013;November;Demoskop;25,6;5,3;3;3,9;31,1;6,4;11,8;11,9;1;37,8;49,3;-11,5;19;8 nov;29 okt - 6 nov;1 250;;;;
2013;November;Skop;25,6;5,9;3,5;3,6;35,2;6,9;8,9;9,3;1,3;38,6;51,0;-12,4;7;8 nov;14 okt - 4 nov;1 038;;;;
2013;November;Ipsos;27,4;5,3;4;3,2;34;6,3;9,6;8,5;1,8;39,9;49,9;-10,0;17,1;2 nov;10 - 29 okt;2 200;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;Oktober;Novus;26;5,2;3;4,5;34,8;6;8,8;10,1;1,6;38,7;49,6;-10,9;19,1;31 okt;30 sept - 27 okt;2 000;;;;
2013;Oktober;Sentio Research;25,4;5,2;4,5;2,8;29,9;8,1;8,4;14,1;1,6;37,9;46,4;-8,5;;26 okt;10 - 17 okt;1 016;;;;
2013;Oktober;United Minds;23,6;5;5,9;3,3;33,7;6,2;9,4;11,1;1,9;37,8;49,3;-11,5;12,5;14 okt;16 sept - 13 okt;1 050;;;;
2013;Oktober;YouGov;25,6;4,7;5,6;3,9;31,2;6,7;8,6;12,9;0,8;39,8;46,5;-6,7;;14 okt;4 sept - 8 okt;1 756;;;;
2013;Oktober;Sifo;25;6;3,8;4;35,6;6,4;7,9;9,7;1,6;38,8;49,9;-11,1;16,5;13 okt;30 sept - 10 okt;1 908;;;;
2013;Oktober;Demoskop;26,6;5,2;4,2;3,1;33,2;6,6;10,1;9,9;1,2;39,1;49,9;-10,8;17,1;4 okt;24 sept - 2 okt;1 251;;;;
2013;Oktober;Novus;26,5;4,6;3,4;4,3;35,1;6,7;8,3;10;1,1;38,8;50,1;-11,3;19,6;3 okt;2 - 29 sept;2 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;September;Ipsos;24,7;6,1;3,5;4,5;34,4;7;10,3;8,5;1,1;38,8;51,7;-12,9;18,2;30 sept;5 - 24 sept;2 353;;;;
2013;September;Sentio Research;24,7;6,4;4,2;3,9;31,7;6,9;8,8;11,8;1,6;39,2;47,4;-8,2;10;22 sept;12 - 18 sept;1 033;;;;
2013;September;Skop;26,6;6,7;4,2;3,2;31,7;6,3;10,8;9,4;1,2;40,7;48,8;-8,1;8;17 sept;28 aug - 12 sept;1000+;;;;
2013;September;UnitedMinds;25,3;5,3;3,4;4,2;32,6;6,2;9,4;12,1;1,6;38,2;48,2;-10,0;14,2;15 sept;16 aug - 15 sept;1 208;;;;
2013;September;Sifo;25,7;6,3;3,6;3,6;33,5;6,4;10;9,4;1,5;39,2;49,9;-10,7;13,2;15 sept;2 - 12 sept;1 924;;;;
2013;September;Demoskop;25,1;6,6;4,5;3,7;31,7;7,1;10,1;10,1;1,1;39,9;48,9;-9,0;17,9;9 sept;27 aug - 3 sept;1 250;;;;
2013;September;YouGov;25,8;5,3;4,9;3;30,8;8,2;8,8;11,4;1,8;39,0;47,8;-8,8;;9 sept;7 aug - 3 sept;1 414;;;;
2013;September;Novus;24,6;6,5;4,6;4,6;34,3;7,3;8,6;8,5;1;40,3;50,2;-9,9;16,7;6 sept;5 aug - 1 sept;2 000;;;;
2013;September;Ipsos;25,6;5,8;4,1;3,5;34,4;6,9;9,7;8,4;1,6;39,0;51,0;-12,0;17,7;2 sept;8 - 27 aug;2 270;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;Augusti;Sentio Research;25,4;4,5;4,8;4,1;29,5;7,3;8,1;14,6;1,7;38,8;44,9;-6,1;14,6;26 aug;15 - 22 aug;1 022;;;;
2013;Augusti;Sifo;26,6;5,9;4;3,8;30,5;6,5;10,9;9,9;1,9;40,3;47,9;-7,6;14,9;25 aug;12 - 22 aug;1 916;;;;
2013;Augusti;United Minds;24,5;4,6;4,9;4,5;33,2;6,1;9,1;11,3;1,9;38,5;48,4;-9,9;;17 aug;22 juli - 15 aug;1 028;;;;
2013;Augusti;YouGov;28,4;5,4;3,6;4;30,8;7,4;9,3;9,9;1,1;41,4;47,5;-6,1;;12 aug;3 juli - 6 aug;1 761;;;;
2013;Augusti;YouGov;26,5;6,7;3,2;3;30,9;8,4;9,5;11,2;0,6;39,4;48,8;-9,4;;12 aug;5 juni - 2 juli;1 407;;;;
2013;Augusti;Novus;26,2;5,4;3,9;4;34,1;6,3;9,7;9;1,4;39,5;50,1;-10,6;16,9;7 aug;8 juli - 4 aug;2 000;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;Juli;Sentio Research;25;5,3;3,4;4,5;30,5;7,5;9,7;12,8;1,3;38,2;47,7;-9,5;;17 juli;4 - 11 juli;1 036;;;;
2013;Juli;Demoskop;25,3;5,6;3,2;3;33,7;7,8;8,9;11,6;0,9;37,1;50,4;-13,3;20,3;4 juli;25 juni - 3 juli;1 250;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;Juni;Novus;26,6;5,4;3,8;4,4;34,4;6,7;8,7;9;1;40,2;49,8;-9,6;16,2;29 juni;27 maj - 23 juni;2 000;;;;
2013;Juni;Ipsos;26,5;6,4;4,1;4,3;33,1;6,6;10,5;7,3;1,1;41,3;50,2;-8,9;18,7;28 juni;10 - 25 juni;2 698;;;;
2013;Juni;Sentio Research;27,1;6,3;2,7;4,4;30;7,2;7,9;13,6;0,8;40,5;45,1;-4,6;12,9;22 juni;13 - 20 juni;1 015;;;;
2013;Juni;United Minds;25,8;6,3;3,7;3,8;32;7,2;8,9;10,7;1,7;39,6;48,1;-8,5;12,1;17 juni;20 maj - 16 juni;1 136;;;;
2013;Juni;Sifo;28,3;6;4;4,1;31;6,5;11;7,6;1,6;42,4;48,5;-6,1;13,6;16 juni;3 - 13 juni;1 925;;;;
2013;Juni;YouGov;25,3;6,2;4,5;3,4;30,5;6,9;10,2;11,5;1,5;39,4;47,6;-8,2;;10 juni;8 maj - 4 juni;1 431;;;;
2013;Juni;Demoskop;26,6;5,7;3,4;3,1;33,5;6,4;10,9;9,6;0,8;38,8;50,8;-12,0;18,1;8 juni;28 maj - 5 juni;1 250;;;;
2013;Juni;SCB;26,9;6;4,2;3,6;35,6;6,4;8,5;7,7;1,1;40,7;50,5;-9,8;18,6;4 juni;2 - 27 maj;5 098;;;;
2013;Juni;Ipsos;28,9;5,8;3,2;4,2;32,1;7;10,3;7;1,5;42,1;49,4;-7,3;20,6;3 juni;13 - 28 maj;2 159;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;Maj;Novus;27,8;6,3;3,6;3,1;33,5;6,9;8,1;9,2;1,5;40,8;48,5;-7,7;15,3;30 maj;29 apr - 26 maj;2 000;;;;
2013;Maj;Skop;28,5;5,8;4,2;3,7;34,2;5,4;9,9;6,6;1,6;42,2;49,5;-7,3;6;23 maj;29 apr - 16 maj;1 044;;;;
2013;Maj;United Minds;26,9;5,4;2,8;4;32,7;6,8;8,5;11;1,8;39,1;48,0;-8,9;12,7;20 maj;22 apr - 19 maj;1 109;;;;
2013;Maj;Sifo;28,4;6,4;4,1;2,7;32,8;7;10,9;6,6;1,1;41,6;50,7;-9,1;13,5;19 maj;6 - 16 maj;1 922;;;;
2013;Maj;Sentio Research;27,2;4,3;2,4;4,3;31,6;6,1;8,4;13,6;2,1;38,2;46,1;-7,9;14,1;14 maj;2 - 9 maj;1 006;;;;
2013;Maj;YouGov;27,4;5,4;4,2;3,8;30,9;7,8;8,2;10,9;1,4;40,8;46,9;-6,1;;14 maj;3 apr - 7 maj;1 797;;;;
2013;Maj;Demoskop;29,1;5,5;3,3;2,9;32,9;5,3;9,2;9,9;1,8;40,8;47,4;-6,6;17,8;9 maj;29 apr - 7 maj;1 250;;;;
;;;;;;;;;;;;;;;;;;;;;;
2013;April;Ipsos;29,5;6,6;4,8;3;33,7;6;8,2;6,7;1,4;43,9;47,9;-4,0;20,8;28 april;4 - 23 april;2 122;;;;
2013;April;Novus;27;6,1;3,7;4;34,4;6,5;8,6;8,9;0,8;40,8;49,5;-8,7;17,5;25 april;25 mars - 21 april ;2 000;;;;
2013;April;United Minds;26,9;5,9;4,1;4,5;31,8;5,8;9,3;10,1;1,8;41,4;46,9;-5,5;12,7;22 april;18 mars - 21 april;1 139;;;;
2013;April;Sentio Research;27,1;5,1;3,3;4,4;31,2;6,3;9,2;11,5;1,9;39,9;46,7;-6,8;;20 april;10 - 17 april;1 041;;;;
